file,group,MJD,seeing,ra,dec,gain,readnoise,date
h_e_20140319_31_1_1_1.fits,4,56735.881545,6.522803,10:01:24.413,+02:21:09.60,1.62,8.0,2014-03-19T21:09:25.521
h_e_20150506_18_1_1_1.fits,2,57148.885087,966.0,10:02:03.749,+02:31:11.32,1.62,8.0,2015-05-06T21:14:31.497
h_e_20140128_73_1_1_1.fits,8,56686.005605,3.995969,10:02:03.921,+02:11:14.72,1.62,8.0,2014-01-29T00:08:04.266
h_e_20150226_26_1_1_1.fits,6,57079.919609,6.737111,10:00:44.730,+02:11:12.50,1.62,8.0,2015-02-26T22:04:14.235
h_e_20150212_39_1_1_1.fits,6,57065.982886,7.049897,10:00:44.995,+02:11:09.69,1.62,8.0,2015-02-12T23:35:21.380
h_e_20150406_14_1_1_1.fits,3,57118.866948,4.729135,10:00:43.536,+02:21:10.45,1.62,8.0,2015-04-06T20:48:24.307
h_e_20140407_30_1_1_1.fits,7,56754.916257,4.829685,10:01:24.291,+02:11:06.37,1.62,8.0,2014-04-07T21:59:24.641
h_e_20150408_9_1_1_1.fits,0,57120.867716,3.106116,10:00:43.675,+02:31:10.42,1.62,8.0,2015-04-08T20:49:30.652
h_e_20150430_8_1_1_1.fits,5,57142.867079,3.059845,10:02:03.513,+02:21:11.15,1.62,8.0,2015-04-30T20:48:35.663
h_e_20150418_18_1_1_1.fits,5,57130.879335,4.153175,10:02:03.680,+02:21:05.72,1.62,8.0,2015-04-18T21:06:14.557
h_e_20150501_16_1_1_1.fits,6,57143.867895,2.573267,10:00:43.636,+02:11:12.12,1.62,8.0,2015-05-01T20:49:46.128
h_e_20140306_21_1_1_1.fits,5,56722.866969,8.909106,10:02:03.276,+02:21:08.12,1.62,8.0,2014-03-06T20:48:26.083
h_e_20140104_64_1_1_1.fits,5,56662.051633,13.70778,10:02:03.877,+02:21:06.91,1.62,8.0,2014-01-05T01:14:21.062
h_e_20150327_20_1_1_1.fits,3,57108.923692,3.082046,10:00:43.863,+02:21:13.72,1.62,8.0,2015-03-27T22:10:06.980
h_e_20140418_45_1_1_1.fits,2,56765.919528,999.0, 10:2:4.042,+02:30:59.89,1.62,8.0,2014-04-18T22:04:07.193
h_e_20150420_23_1_1_1.fits,5,57132.915985,4.743079,10:02:03.879,+02:21:11.84,1.62,8.0,2015-04-20T21:59:01.119
h_e_20150419_12_1_1_1.fits,1,57131.845293,3.139729,10:01:23.605,+02:31:10.08,1.62,8.0,2015-04-19T20:17:13.340
h_e_20140407_26_1_1_1.fits,0,56754.912446,3.005669,10:00:44.242,+02:31:07.99,1.62,8.0,2014-04-07T21:53:55.347
h_e_20140506_36_1_1_1.fits,3,56783.891696,6.969801,10:00:44.351,+02:20:46.18,1.62,8.0,2014-05-06T21:24:02.571
h_e_20140427_15_1_1_1.fits,4,56774.921455,8.996406,10:01:24.218,+02:20:42.92,1.62,8.0,2014-04-27T22:06:53.750
h_e_20150213_40_1_1_1.fits,8,57066.935018,5.584962,10:02:04.556,+02:11:12.23,1.62,8.0,2015-02-13T22:26:25.521
h_e_20140221_75_1_1_1.fits,3,56709.991139,3.841386,10:00:43.998,+02:21:14.22,1.62,8.0,2014-02-21T23:47:14.368
h_e_20140321_30_1_1_1.fits,7,56737.873654,5.099796,10:01:23.786,+02:11:15.78,1.62,8.0,2014-03-21T20:58:03.736
h_e_20140415_22_1_1_1.fits,2,56762.888528,3.593906,10:02:04.429,+02:31:06.44,1.62,8.0,2014-04-15T21:19:28.818
h_e_20140514_32_1_1_1.fits,7,56791.883182,999.0,10:01:24.578,+02:10:56.43,1.62,8.0,2014-05-14T21:11:46.945
h_e_20131219_161_1_1_1.fits,5,56646.160146,8.316638,10:02:03.931,+02:21:14.96,1.62,8.0,2013-12-20T03:50:36.646
h_e_20150312_19_1_1_1.fits,5,57093.869491,5.226481,10:02:04.069,+02:21:09.50,1.62,8.0,2015-03-12T20:52:04.059
h_e_20140103_50_1_1_1.fits,3,56661.091332,6.483626,10:00:44.054,+02:21:13.18,1.62,8.0,2014-01-04T02:11:31.051
h_e_20150420_19_1_1_1.fits,2,57132.911982,5.734134,10:02:03.813,+02:31:13.86,1.62,8.0,2015-04-20T21:53:15.263
h_e_20150401_7_1_1_1.fits,0,57113.844354,3.951309,10:00:43.302,+02:31:10.43,1.62,8.0,2015-04-01T20:15:52.206
h_e_20140321_26_1_1_1.fits,0,56737.869847,5.039248,10:00:43.734,+02:31:15.62,1.62,8.0,2014-03-21T20:52:34.788
h_e_20150506_22_1_1_1.fits,5,57148.88908,6.193776,10:02:03.682,+02:21:10.30,1.62,8.0,2015-05-06T21:20:16.485
h_e_20140406_16_1_1_1.fits,8,56753.87206,3.720049,10:02:04.084,+02:11:08.85,1.62,8.0,2014-04-06T20:55:45.986
h_e_20140103_46_1_1_1.fits,4,56661.087553,6.468005,10:01:24.166,+02:21:13.22,1.62,8.0,2014-01-04T02:06:04.570
h_e_20140227_38_1_1_1.fits,1,56716.009974,6.453486,10:01:24.198,+02:31:10.39,1.62,8.0,2014-02-28T00:14:21.729
h_e_20140326_28_1_1_1.fits,7,56742.918734,4.177076,10:01:24.180,+02:11:14.61,1.62,8.0,2014-03-26T22:02:58.633
h_e_20131124_93_1_1_1.fits,0,56621.145171,6.242227,10:00:43.472,+02:31:10.74,1.62,8.0,2013-11-25T03:29:02.806
h_e_20140504_33_1_1_1.fits,4,56781.888742,7.469635,10:01:24.334,+02:20:40.93,1.62,8.0,2014-05-04T21:19:47.345
h_e_20140405_23_1_1_1.fits,0,56752.878521,4.423599,10:00:44.253,+02:31:11.87,1.62,8.0,2014-04-05T21:05:04.255
h_e_20150216_38_1_1_1.fits,3,57070.079852,6.783494,10:00:45.114,+02:20:51.05,1.62,8.0,2015-02-17T01:54:59.183
h_e_20131224_96_1_1_1.fits,8,56651.081705,6.809721,10:02:03.543,+02:11:08.88,1.62,8.0,2013-12-25T01:57:39.307
h_e_20150509_25_1_1_1.fits,7,57151.889819,4.799898,10:01:23.508,+02:11:00.69,1.62,8.0,2015-05-09T21:21:20.344
h_e_20140311_71_1_1_1.fits,6,56728.090333,5.176974,10:00:44.369,+02:10:55.58,1.62,8.0,2014-03-12T02:10:04.800
h_e_20140403_31_1_1_1.fits,6,56750.904467,2.935371,10:00:44.238,+02:11:12.60,1.62,8.0,2014-04-03T21:42:25.934
h_e_20150211_36_1_1_1.fits,3,57064.970351,4.518813,10:00:45.115,+02:21:10.11,1.62,8.0,2015-02-11T23:17:18.363
h_e_20140126_52_1_1_1.fits,1,56684.081849,7.394843,10:01:24.226,+02:31:18.34,1.62,8.0,2014-01-27T01:57:51.768
h_e_20150330_15_1_1_1.fits,5,57111.84135,3.463996,10:02:03.441,+02:21:11.74,1.62,8.0,2015-03-30T20:11:32.618
h_e_20140504_40_1_1_1.fits,7,56781.895411,2.796307,10:01:24.275,+02:10:42.56,1.62,8.0,2014-05-04T21:29:23.550
h_e_20150505_17_1_1_1.fits,6,57147.929891,3.532392,10:00:43.483,+02:11:06.25,1.62,8.0,2015-05-05T22:19:02.564
h_e_20150425_5_1_1_1.fits,2,57137.850725,2.744482,10:02:03.589,+02:31:06.19,1.62,8.0,2015-04-25T20:25:02.605
h_e_20140228_29_1_1_1.fits,3,56716.983958,4.268134,10:00:44.105,+02:21:15.52,1.62,8.0,2014-02-28T23:36:53.984
h_e_20140106_87_1_1_1.fits,8,56664.234393,3.601647,10:02:04.853,+02:10:56.23,1.62,8.0,2014-01-07T05:37:31.529
h_e_20140304_24_1_1_1.fits,7,56720.905162,6.579713,10:01:23.907,+02:11:12.79,1.62,8.0,2014-03-04T21:43:25.964
h_e_20140404_29_1_1_1.fits,3,56751.903474,3.687868,10:00:44.223,+02:21:13.53,1.62,8.0,2014-04-04T21:41:00.151
h_e_20140403_27_1_1_1.fits,3,56750.900652,2.503611,10:00:44.225,+02:21:14.04,1.62,8.0,2014-04-03T21:36:56.341
h_e_20140502_37_1_1_1.fits,3,56779.916478,3.748011,10:00:44.500,+02:20:48.49,1.62,8.0,2014-05-02T21:59:43.713
h_e_20140311_67_1_1_1.fits,3,56728.086509,5.055614,10:00:44.404,+02:20:55.80,1.62,8.0,2014-03-12T02:04:34.341
h_e_20150424_22_1_1_1.fits,6,57136.902178,2.833091,10:00:43.845,+02:11:16.42,1.62,8.0,2015-04-24T21:39:08.136
h_e_20140416_17_1_1_1.fits,6,56763.87512,2.86952,10:00:44.048,+02:11:10.41,1.62,8.0,2014-04-16T21:00:10.391
h_e_20140224_68_1_1_1.fits,3,56712.969742,5.439497,10:00:43.849,+02:21:14.43,1.62,8.0,2014-02-24T23:16:25.669
h_e_20150428_10_1_1_1.fits,8,57140.857182,3.486111,10:02:03.572,+02:11:04.98,1.62,8.0,2015-04-28T20:34:20.536
h_e_20150423_9_1_1_1.fits,5,57135.861588,2.863945,10:02:03.775,+02:21:06.53,1.62,8.0,2015-04-23T20:40:41.210
h_e_20150224_23_1_1_1.fits,8,57077.921051,6.384737,10:02:04.542,+02:11:11.60,1.62,8.0,2015-02-24T22:06:18.822
h_e_20140423_14_1_1_1.fits,8,56770.879138,2.799975,10:02:04.051,+02:10:56.38,1.62,8.0,2014-04-23T21:05:57.505
h_e_20140114_73_1_1_1.fits,3,56672.000541,5.337003,10:00:43.726,+02:21:07.29,1.62,8.0,2014-01-15T00:00:46.716
h_e_20150416_15_1_1_1.fits,1,57128.882811,4.501232,10:01:23.828,+02:31:01.60,1.62,8.0,2015-04-16T21:11:14.874
h_e_20150409_9_1_1_1.fits,0,57121.859615,3.262343,10:00:43.664,+02:31:08.93,1.62,8.0,2015-04-09T20:37:50.756
h_e_20150224_19_1_1_1.fits,1,57077.917048,7.464065,10:01:24.427,+02:31:11.19,1.62,8.0,2015-02-24T22:00:32.907
h_e_20140323_23_1_1_1.fits,4,56739.905078,7.866585,10:01:23.982,+02:21:16.65,1.62,8.0,2014-03-23T21:43:18.780
h_e_20150311_16_1_1_1.fits,4,57092.883925,6.16796,10:01:23.774,+02:21:15.37,1.62,8.0,2015-03-11T21:12:51.124
h_e_20150508_15_1_1_1.fits,2,57150.883471,3.437892,10:02:03.319,+02:31:00.45,1.62,8.0,2015-05-08T21:12:11.906
h_e_20150511_17_1_1_1.fits,8,57153.861643,3.991035,10:02:02.564,+02:11:10.89,1.62,8.0,2015-05-11T20:40:45.969
h_e_20140606_40_1_1_1.fits,1,56814.905931,3.262096,10:01:24.652,+02:31:00.97,1.62,8.0,2014-06-06T21:44:32.439
h_e_20140208_53_1_1_1.fits,5,56696.946939,5.495732,10:02:03.758,+02:21:06.16,1.62,8.0,2014-02-08T22:43:35.523
h_e_20150424_18_1_1_1.fits,3,57136.898184,2.508855,10:00:43.696,+02:21:16.15,1.62,8.0,2015-04-24T21:33:23.122
h_e_20150317_12_1_1_1.fits,3,57099.025939,5.580941,10:00:45.023,+02:21:00.00,1.62,8.0,2015-03-18T00:37:21.125
h_e_20140112_77_1_1_1.fits,5,56670.011845,10.08185,10:02:03.471,+02:21:06.05,1.62,8.0,2014-01-13T00:17:03.404
h_e_20150425_12_1_1_1.fits,6,57137.857717,2.997975,10:00:43.461,+02:11:07.23,1.62,8.0,2015-04-25T20:35:06.755
h_e_20150409_13_1_1_1.fits,7,57121.863622,2.90691,10:01:23.655,+02:11:10.12,1.62,8.0,2015-04-09T20:43:36.956
h_e_20140424_45_1_1_1.fits,3,56771.896769,3.978472,10:00:43.979,+02:20:53.67,1.62,8.0,2014-04-24T21:31:20.823
h_e_20140408_44_1_1_1.fits,1,56755.968333,9.441588,10:01:24.779,+02:30:52.46,1.62,8.0,2014-04-08T23:14:23.947
h_e_20140422_24_1_1_1.fits,0,56769.885607,3.03133,10:00:43.834,+02:30:53.56,1.62,8.0,2014-04-22T21:15:16.406
h_e_20150410_11_1_1_1.fits,2,57122.841714,5.429825,10:02:03.568,+02:31:12.60,1.62,8.0,2015-04-10T20:12:04.050
h_e_20140127_74_1_1_1.fits,3,56685.061141,7.634964,10:00:44.241,+02:21:12.40,1.62,8.0,2014-01-28T01:28:02.573
h_e_20150329_7_1_1_1.fits,2,57110.846535,7.481453,10:02:03.119,+02:31:17.89,1.62,8.0,2015-03-29T20:19:00.639
h_e_20150429_20_1_1_1.fits,6,57141.857488,2.557958,10:00:43.593,+02:11:06.73,1.62,8.0,2015-04-29T20:34:46.931
h_e_20140308_31_1_1_1.fits,0,56724.873393,7.121234,10:00:43.500,+02:31:08.46,1.62,8.0,2014-03-08T20:57:41.140
h_e_20131114_76_1_1_1.fits,4,56611.261958,8.472269,10:01:24.061,+02:21:16.55,1.62,8.0,2013-11-15T06:17:13.183
h_e_20150422_17_1_1_1.fits,0,57134.962646,3.207714,10:00:44.484,+02:31:08.77,1.62,8.0,2015-04-22T23:06:12.574
h_e_20140524_31_1_1_1.fits,3,56801.910091,4.205462,10:00:44.487,+02:21:01.40,1.62,8.0,2014-05-24T21:50:31.887
h_e_20150417_14_1_1_1.fits,5,57129.849373,3.608131,10:02:03.616,+02:21:09.22,1.62,8.0,2015-04-17T20:23:05.797
h_e_20140210_50_1_1_1.fits,7,56698.947268,999.0,10:01:23.600,+02:11:10.42,1.62,8.0,2014-02-10T22:44:03.915
h_e_20150223_8_1_1_1.fits,2,57077.067764,8.364226,10:02:05.010,+02:30:47.27,1.62,8.0,2015-02-24T01:37:34.822
h_e_20140423_33_1_1_1.fits,6,56770.936846,3.419682,10:00:44.341,+02:10:45.61,1.62,8.0,2014-04-23T22:29:03.489
h_e_20140113_86_1_1_1.fits,6,56671.008942,6.068005,10:00:43.653,+02:11:08.05,1.62,8.0,2014-01-14T00:12:52.583
h_e_20140524_27_1_1_1.fits,4,56801.906251,6.55615,10:01:24.586,+02:21:01.79,1.62,8.0,2014-05-24T21:45:00.105
h_e_20131105_101_1_1_1.fits,6,56602.220666,4.774999,10:00:44.139,+02:11:29.90,1.62,8.0,2013-11-06T05:17:45.518
h_e_20140606_38_1_1_1.fits,4,56814.90402,5.205677,10:01:24.734,+02:21:01.43,1.62,8.0,2014-06-06T21:41:47.299
h_e_20140205_76_1_1_1.fits,1,56693.98294,7.974997,10:01:23.583,+02:31:14.37,1.62,8.0,2014-02-05T23:35:26.049
h_e_20150228_20_1_1_1.fits,0,57081.893511,5.343452,10:00:44.467,+02:31:11.20,1.62,8.0,2015-02-28T21:26:39.315
h_e_20140210_46_1_1_1.fits,0,56698.943454,9.091787,10:00:43.630,+02:31:10.30,1.62,8.0,2014-02-10T22:38:34.405
h_e_20150408_12_1_1_1.fits,8,57120.870742,6.483054,10:02:03.785,+02:11:08.88,1.62,8.0,2015-04-08T20:53:52.148
h_e_20140323_28_1_1_1.fits,5,56739.909831,5.934971,10:02:04.019,+02:21:16.53,1.62,8.0,2014-03-23T21:50:09.363
h_e_20150404_20_1_1_1.fits,3,57116.87846,4.024844,10:00:43.535,+02:21:13.94,1.62,8.0,2015-04-04T21:04:58.959
h_e_20131107_141_1_1_1.fits,2,56604.209657,2.940694,10:02:03.580,+02:31:12.92,1.62,8.0,2013-11-08T05:01:54.359
h_e_20140423_25_1_1_1.fits,4,56770.929204,2.584256,10:01:24.492,+02:20:45.52,1.62,8.0,2014-04-23T22:18:03.252
h_e_20140101_72_1_1_1.fits,0,56659.054614,6.342493,10:00:43.922,+02:31:07.94,1.62,8.0,2014-01-02T01:18:38.615
h_e_20150216_25_1_1_1.fits,2,57069.97752,6.272378,10:02:05.116,+02:31:13.34,1.62,8.0,2015-02-16T23:27:37.706
h_e_20150428_7_1_1_1.fits,0,57140.854177,2.647056,10:00:43.448,+02:31:06.75,1.62,8.0,2015-04-28T20:30:00.913
h_e_20131120_45_1_1_1.fits,4,56617.144047,6.783392,10:01:23.565,+02:21:05.38,1.62,8.0,2013-11-21T03:27:25.648
h_e_20140204_50_1_1_1.fits,5,56692.979444,7.288489,10:02:04.165,+02:21:07.42,1.62,8.0,2014-02-04T23:30:23.925
h_e_20150328_16_1_1_1.fits,8,57109.867785,4.969373,10:02:03.377,+02:11:09.62,1.62,8.0,2015-03-28T20:49:36.663
h_e_20140222_81_1_1_1.fits,7,56710.995811,8.227335,10:01:24.139,+02:11:14.26,1.62,8.0,2014-02-22T23:53:58.073
h_e_20140505_41_1_1_1.fits,2,56782.909586,9.09999,10:02:04.153,+02:30:44.71,1.62,8.0,2014-05-05T21:49:48.227
h_e_20131223_85_1_1_1.fits,7,56650.065001,6.168443,10:01:23.738,+02:11:09.96,1.62,8.0,2013-12-24T01:33:36.128
h_e_20131216_60_1_1_1.fits,0,56643.227964,7.458387,10:00:44.293,+02:31:00.65,1.62,8.0,2013-12-17T05:28:16.071
h_e_20131120_53_1_1_1.fits,6,56617.151578,5.895594,10:00:43.493,+02:11:05.81,1.62,8.0,2013-11-21T03:38:16.362
h_e_20140405_28_1_1_1.fits,6,56752.883279,5.046855,10:00:44.284,+02:11:10.24,1.62,8.0,2014-04-05T21:11:55.275
h_e_20140504_38_1_1_1.fits,5,56781.893505,29.04793,10:02:04.348,+02:20:42.44,1.62,8.0,2014-05-04T21:26:38.812
h_e_20140305_25_1_1_1.fits,7,56721.874372,6.812207,10:01:23.405,+02:11:11.87,1.62,8.0,2014-03-05T20:59:05.764
h_e_20140417_16_1_1_1.fits,0,56764.911716,3.230106,10:00:44.009,+02:30:53.25,1.62,8.0,2014-04-17T21:52:52.268
h_e_20140204_46_1_1_1.fits,2,56692.975629,5.378772,10:02:04.149,+02:31:07.76,1.62,8.0,2014-02-04T23:24:54.346
h_e_20140303_37_1_1_1.fits,0,56719.93505,10.57649,10:00:43.806,+02:31:14.87,1.62,8.0,2014-03-03T22:26:28.344
h_e_20150216_40_1_1_1.fits,8,57070.081862,7.301281,10:02:05.109,+02:10:50.23,1.62,8.0,2015-02-17T01:57:52.900
h_e_20150405_10_1_1_1.fits,4,57117.86428,8.175109,10:01:23.510,+02:21:10.72,1.62,8.0,2015-04-05T20:44:33.815
h_e_20140414_23_1_1_1.fits,3,56761.889998,5.134957,10:00:44.182,+02:21:09.94,1.62,8.0,2014-04-14T21:21:35.804
h_e_20150510_7_1_1_1.fits,0,57152.860452,4.979827,10:00:42.717,+02:31:13.28,1.62,8.0,2015-05-10T20:39:03.052
h_e_20140227_40_1_1_1.fits,3,56716.011881,8.082413,10:00:44.154,+02:21:09.90,1.62,8.0,2014-02-28T00:17:06.522
h_e_20140421_20_1_1_1.fits,5,56768.883289,3.216538,10:02:04.144,+02:21:01.19,1.62,8.0,2014-04-21T21:11:56.163
h_e_20150313_18_1_1_1.fits,2,57094.89056,4.759501,10:02:03.733,+02:31:13.71,1.62,8.0,2015-03-13T21:22:24.344
h_e_20140326_23_1_1_1.fits,1,56742.913958,3.583369,10:01:24.249,+02:31:14.42,1.62,8.0,2014-03-26T21:56:05.963
h_e_20150314_16_1_1_1.fits,7,57095.87359,6.958586,10:01:23.528,+02:11:18.16,1.62,8.0,2015-03-14T20:57:58.181
h_e_20140513_21_1_1_1.fits,4,56790.894656,7.103122,10:01:24.330,+02:20:50.12,1.62,8.0,2014-05-13T21:28:18.274
h_e_20131124_98_1_1_1.fits,6,56621.149944,6.968358,10:00:43.489,+02:11:10.89,1.62,8.0,2013-11-25T03:35:55.200
h_e_20140320_27_1_1_1.fits,8,56736.8695,5.466134,10:02:03.901,+02:11:13.66,1.62,8.0,2014-03-20T20:52:04.769
h_e_20140207_65_1_1_1.fits,0,56695.998073,3.822744,10:00:43.844,+02:31:12.48,1.62,8.0,2014-02-07T23:57:13.534
h_e_20140415_29_1_1_1.fits,6,56762.895205,3.08212,10:00:44.308,+02:11:03.97,1.62,8.0,2014-04-15T21:29:05.718
h_e_20131123_80_1_1_1.fits,6,56620.255021,3.678237,10:00:44.262,+02:11:15.97,1.62,8.0,2013-11-24T06:07:13.816
h_e_20150415_11_1_1_1.fits,2,57127.869142,5.138292,10:02:03.811,+02:31:07.41,1.62,8.0,2015-04-15T20:51:33.900
h_e_20131106_125_1_1_1.fits,3,56603.229098,4.156487,10:00:44.545,+02:21:56.19,1.62,8.0,2013-11-07T05:29:54.086
h_e_20150507_19_1_1_1.fits,5,57149.955017,5.779622,10:02:04.300,+02:21:07.64,1.62,8.0,2015-05-07T22:55:13.454
h_e_20150426_5_1_1_1.fits,2,57138.850209,3.202552,10:02:03.575,+02:31:10.99,1.62,8.0,2015-04-26T20:24:18.056
h_e_20150213_38_1_1_1.fits,3,57066.933017,6.181459,10:00:44.522,+02:21:11.37,1.62,8.0,2015-02-13T22:23:32.684
h_e_20131230_117_1_1_1.fits,1,56657.074496,6.069647,10:01:24.406,+02:31:05.97,1.62,8.0,2013-12-31T01:47:16.426
h_e_20140327_60_1_1_1.fits,0,56744.012635,7.23382,10:00:44.563,+02:30:47.28,1.62,8.0,2014-03-28T00:18:11.642
h_e_20150412_25_1_1_1.fits,1,57124.92838,2.989018,10:01:23.681,+02:31:09.42,1.62,8.0,2015-04-12T22:16:52.065
h_e_20140301_32_1_1_1.fits,1,56717.883534,3.484544,10:01:23.336,+02:31:07.11,1.62,8.0,2014-03-01T21:12:17.371
h_e_20131226_98_1_1_1.fits,0,56653.093804,4.64823,10:00:44.152,+02:31:08.78,1.62,8.0,2013-12-27T02:15:04.675
h_e_20131128_86_1_1_1.fits,0,56625.161484,4.54631,10:00:43.903,+02:31:12.50,1.62,8.0,2013-11-29T03:52:32.218
h_e_20150214_36_1_1_1.fits,4,57067.920309,11.09122,10:01:24.440,+02:21:11.99,1.62,8.0,2015-02-14T22:05:14.717
h_e_20140307_20_1_1_1.fits,7,56723.861407,999.0,10:01:23.454,+02:11:10.34,1.62,8.0,2014-03-07T20:40:25.569
h_e_20140318_43_1_1_1.fits,8,56734.87648,5.892956,10:02:03.970,+02:11:12.55,1.62,8.0,2014-03-18T21:02:07.871
h_e_20140423_9_1_1_1.fits,2,56770.87437,2.7228,10:02:04.043,+02:30:59.25,1.62,8.0,2014-04-23T20:59:05.542
h_e_20150212_32_1_1_1.fits,2,57065.975827,6.088654,10:02:04.981,+02:31:10.15,1.62,8.0,2015-02-12T23:25:11.482
h_e_20150313_22_1_1_1.fits,5,57094.894566,9.115789,10:02:03.732,+02:21:14.19,1.62,8.0,2015-03-13T21:28:10.501
h_e_20140105_65_1_1_1.fits,1,56663.094328,10.34488,10:01:23.975,+02:31:14.34,1.62,8.0,2014-01-06T02:15:49.980
h_e_20140111_49_1_1_1.fits,3,56669.005349,5.377276,10:00:43.395,+02:21:08.03,1.62,8.0,2014-01-12T00:07:42.173
h_e_20140414_19_1_1_1.fits,4,56761.886193,5.473802,10:01:24.197,+02:21:10.74,1.62,8.0,2014-04-14T21:16:07.095
h_e_20150227_31_1_1_1.fits,0,57080.92613,4.880845,10:00:44.834,+02:31:15.50,1.62,8.0,2015-02-27T22:13:37.632
h_e_20131203_4_1_1_1.fits,2,56630.23288,5.86383,10:02:04.303,+02:31:14.82,1.62,8.0,2013-12-04T05:35:20.860
h_e_20150418_13_1_1_1.fits,4,57130.87435,5.120521,10:01:23.597,+02:21:06.87,1.62,8.0,2015-04-18T20:59:03.879
h_e_20131128_90_1_1_1.fits,7,56625.1653,4.021016,10:01:23.933,+02:11:12.91,1.62,8.0,2013-11-29T03:58:01.918
h_e_20150430_3_1_1_1.fits,4,57142.862081,3.505925,10:01:23.448,+02:21:12.69,1.62,8.0,2015-04-30T20:41:23.823
h_e_20150401_11_1_1_1.fits,7,57113.848393,4.847203,10:01:23.369,+02:11:09.59,1.62,8.0,2015-04-01T20:21:41.156
h_e_20150502_6_1_1_1.fits,0,57144.866639,3.836316,10:00:43.460,+02:31:12.79,1.62,8.0,2015-05-02T20:47:57.643
h_e_20150414_21_1_1_1.fits,6,57126.889614,3.629593,10:00:43.779,+02:11:05.75,1.62,8.0,2015-04-14T21:21:02.692
h_e_20150508_19_1_1_1.fits,5,57150.88748,3.906261,10:02:03.241,+02:21:00.46,1.62,8.0,2015-05-08T21:17:58.231
h_e_20150411_17_1_1_1.fits,5,57123.846777,5.67594,10:02:03.649,+02:21:08.18,1.62,8.0,2015-04-11T20:19:21.506
h_e_20140317_30_1_1_1.fits,0,56733.883648,5.281504,10:00:43.789,+02:31:14.44,1.62,8.0,2014-03-17T21:12:27.185
h_e_20131107_146_1_1_1.fits,8,56604.214424,3.977578,10:02:03.754,+02:11:12.54,1.62,8.0,2013-11-08T05:08:46.258
h_e_20150424_14_1_1_1.fits,4,57136.894188,5.336631,10:01:23.609,+02:21:16.09,1.62,8.0,2015-04-24T21:27:37.834
h_e_20131231_86_1_1_1.fits,4,56658.055899,6.123334,10:01:23.621,+02:21:09.65,1.62,8.0,2014-01-01T01:20:29.639
h_e_20140209_30_1_1_1.fits,5,56697.994385,6.490383,10:02:04.123,+02:21:11.67,1.62,8.0,2014-02-09T23:51:54.835
h_e_20140113_81_1_1_1.fits,0,56671.004213,7.048574,10:00:43.730,+02:31:07.82,1.62,8.0,2014-01-14T00:06:03.998
h_e_20150416_19_1_1_1.fits,8,57128.88684,4.960383,10:02:03.814,+02:11:01.50,1.62,8.0,2015-04-16T21:17:03.017
h_e_20140205_81_1_1_1.fits,7,56693.987715,6.940524,10:01:23.591,+02:11:15.24,1.62,8.0,2014-02-05T23:42:18.559
h_e_20140424_49_1_1_1.fits,6,56771.900586,4.512084,10:00:44.068,+02:10:53.49,1.62,8.0,2014-04-24T21:36:50.656
h_e_20140408_48_1_1_1.fits,8,56755.972189,12.68341,10:02:04.737,+02:10:52.34,1.62,8.0,2014-04-08T23:19:57.156
h_e_20150510_11_1_1_1.fits,7,57152.864453,5.812765,10:01:22.868,+02:11:13.55,1.62,8.0,2015-05-10T20:44:48.725
h_e_20140208_49_1_1_1.fits,2,56696.943134,5.122613,10:02:03.673,+02:31:06.13,1.62,8.0,2014-02-08T22:38:06.786
h_e_20140127_78_1_1_1.fits,6,56685.064958,3.854848,10:00:44.234,+02:11:12.30,1.62,8.0,2014-01-28T01:33:32.340
h_e_20140422_28_1_1_1.fits,7,56769.889424,2.615108,10:01:23.843,+02:10:53.14,1.62,8.0,2014-04-22T21:20:46.267
h_e_20131114_81_1_1_1.fits,5,56611.266743,6.664215,10:02:04.169,+02:21:16.02,1.62,8.0,2013-11-15T06:24:06.570
h_e_20140114_69_1_1_1.fits,4,56671.996716,4.474524,10:01:23.702,+02:21:07.67,1.62,8.0,2014-01-14T23:55:16.259
h_e_20150417_13_1_1_1.fits,3,57129.848376,4.174975,10:00:43.506,+02:21:09.72,1.62,8.0,2015-04-17T20:21:39.690
h_e_20131231_90_1_1_1.fits,3,56658.059669,3.960791,10:00:43.626,+02:21:08.97,1.62,8.0,2014-01-01T01:25:55.410
h_e_20140305_18_1_1_1.fits,4,56721.867682,9.157506,10:01:23.304,+02:21:11.95,1.62,8.0,2014-03-05T20:49:27.706
h_e_20140211_38_1_1_1.fits,4,56699.917793,5.987661,10:01:23.415,+02:21:06.67,1.62,8.0,2014-02-11T22:01:37.282
h_e_20140308_36_1_1_1.fits,6,56724.878154,5.740243,10:00:43.670,+02:11:08.34,1.62,8.0,2014-03-08T21:04:32.510
h_e_20140209_26_1_1_1.fits,2,56697.990574,5.211736,10:02:04.043,+02:31:12.76,1.62,8.0,2014-02-09T23:46:25.619
h_e_20150429_16_1_1_1.fits,3,57141.853487,3.587835,10:00:43.613,+02:21:05.08,1.62,8.0,2015-04-29T20:29:01.292
h_e_20150405_17_1_1_1.fits,7,57117.871285,7.828437,10:01:23.474,+02:11:10.44,1.62,8.0,2015-04-05T20:54:39.042
h_e_20140224_72_1_1_1.fits,6,56712.973549,4.442096,10:00:43.898,+02:11:13.42,1.62,8.0,2014-02-24T23:21:54.615
h_e_20140503_31_1_1_1.fits,8,56780.870441,4.103429,10:02:03.946,+02:10:50.48,1.62,8.0,2014-05-03T20:53:26.127
